word,length,first_letter,last_letter,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
groundling,10,g,g,0,0,0,1,0,0,2,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0
obliger,7,o,r,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
waterbucks,10,w,s,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
doggo,5,d,o,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
losable,7,l,e,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
statued,7,s,d,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
enuretic,8,e,c,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
cringle,7,c,e,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ceilometer,10,c,r,0,0,1,0,3,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
misthrown,9,m,n,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0
childe,6,c,e,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oppositeness,12,o,s,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,2,0,0,3,1,0,0,0,0,0,0
chokeberry,10,c,y,0,1,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0
gourami,7,g,i,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
dysphasias,10,d,s,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0
anatto,6,a,o,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
greaseballs,11,g,s,2,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0
adenitis,8,a,s,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
jackshaft,9,j,t,2,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
arboriculturist,15,a,t,1,1,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,3,1,2,2,0,0,0,0,0
pennis,6,p,s,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
incessantness,13,i,s,1,0,1,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0
marchlands,10,m,s,2,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
achondroplasia,14,a,a,3,0,1,1,0,0,0,1,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0
spicebushes,11,s,s,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0
necrotomy,9,n,y,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0
pooka,5,p,a,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
washwomen,9,w,n,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0
nombles,7,n,s,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
kibes,5,k,s,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
betatrons,9,b,s,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0
sewellels,9,s,s,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0
glyphic,7,g,c,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
umbelliferous,13,u,s,0,1,0,0,2,1,0,0,1,0,0,2,1,0,1,0,0,1,1,0,2,0,0,0,0,0
chilblained,11,c,d,1,1,1,1,1,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gingiva,7,g,a,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
abri,4,a,i,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
effluxes,8,e,s,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
cockshies,9,c,s,0,0,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
aruspex,7,a,x,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
monophyletic,12,m,c,0,0,1,0,1,0,0,1,1,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0
copartners,10,c,s,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0
organotherapy,13,o,y,2,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,0,2,0,1,0,0,0,0,1,0
whingeingly,11,w,y,0,0,0,0,1,0,2,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0
experimentalisms,16,e,s,1,0,0,0,3,0,0,0,2,0,0,1,2,1,0,1,0,1,2,1,0,0,0,1,0,0
dhobi,5,d,i,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
quadrireme,10,q,e,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0
internationalities,18,i,s,2,0,0,0,2,0,0,0,4,0,0,1,0,3,1,0,0,1,1,3,0,0,0,0,0,0
overscaled,10,o,d,1,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
admonisher,10,a,r,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
cryogens,8,c,s,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
ecotone,7,e,e,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
mitigative,10,m,e,1,0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
photochemically,15,p,y,1,0,2,0,1,0,0,2,1,0,0,2,1,0,2,1,0,0,0,1,0,0,0,0,1,0
prototypically,14,p,y,1,0,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,0,2,0,0,0,0,2,0
indisciplines,13,i,s,0,0,1,1,1,0,0,0,4,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0
cumulation,10,c,n,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0
bordereau,9,b,u,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
herl,4,h,l,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
leucopenias,11,l,s,1,0,1,0,2,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
dahls,5,d,s,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unwieldily,10,u,y,0,0,0,1,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0
flexdollars,11,f,s,1,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0
hairstreaks,11,h,s,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
quizzicalness,13,q,s,1,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,2
intransitivities,16,i,s,1,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,1,2,3,0,1,0,0,0,0
sidesmen,8,s,n,0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
benignantly,11,b,y,1,1,0,0,1,0,1,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
milkworts,9,m,s,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0
spherules,9,s,s,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0
flamer,6,f,r,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
refractorily,12,r,y,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,1,0
jaggery,7,j,y,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
tentation,9,t,n,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0
pyromancy,9,p,y,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0
aeromarine,10,a,e,2,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0
psychrometers,13,p,s,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,2,2,1,0,0,0,0,1,0
preindicate,11,p,e,1,0,1,1,2,0,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
premenstrually,14,p,y,1,0,0,0,2,0,0,0,0,0,0,2,1,1,0,1,0,2,1,1,1,0,0,0,1,0
afreet,6,a,t,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
sippet,6,s,t,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
alonenesses,11,a,s,1,0,0,0,3,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,0,0,0,0,0
anlace,6,a,e,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aleurone,8,a,e,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
lovesickness,12,l,s,0,0,1,0,2,0,0,0,1,0,1,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0
dextrorotation,14,d,n,1,0,0,1,1,0,0,0,1,0,0,0,0,1,3,0,0,2,0,3,0,0,0,1,0,0
stokeholds,10,s,s,0,0,0,1,1,0,0,1,0,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0
percepts,8,p,s,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0
trisector,9,t,r,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0
skittling,9,s,g,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0
acculturize,11,a,e,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1
laughableness,13,l,s,2,1,0,0,2,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0
subadar,7,s,r,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
blouson,7,b,n,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0
thoracoplasty,13,t,y,2,0,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,1,2,0,0,0,0,1,0
exuviating,10,e,g,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
labefaction,11,l,n,2,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
webworms,8,w,s,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0
trunnion,8,t,n,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,1,1,0,0,0,0,0
archicarp,9,a,p,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
permissibilities,16,p,s,0,1,0,0,2,0,0,0,5,0,0,1,1,0,0,1,0,1,3,1,0,0,0,0,0,0
requisitioner,13,r,r,0,0,0,0,2,0,0,0,3,0,0,0,0,1,1,0,1,2,1,1,1,0,0,0,0,0
interphase,10,i,e,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
hirundine,9,h,e,0,0,0,1,1,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0
anoxias,7,a,s,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
inhesion,8,i,n,0,0,0,0,1,0,0,1,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
hieratically,12,h,y,2,0,1,0,1,0,0,1,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0
verifiability,13,v,y,1,1,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
histoid,7,h,d,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
rhumb,5,r,b,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
troated,7,t,d,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0
electromechanics,16,e,s,1,0,3,0,3,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
pugging,7,p,g,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
unvoice,7,u,e,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
overtrumps,10,o,s,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,1,1,0,0,0,0
recommitment,12,r,t,0,0,1,0,2,0,0,0,1,0,0,0,3,1,1,0,0,1,0,2,0,0,0,0,0,0
podite,6,p,e,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
reft,4,r,t,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
lanate,6,l,e,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
extractable,11,e,e,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0
parotic,7,p,c,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
kors,4,k,s,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
loquats,7,l,s,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
etiologists,11,e,s,0,0,0,0,1,0,1,0,2,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0
irresponsive,12,i,e,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,1,0,2,2,0,0,1,0,0,0,0
statant,7,s,t,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0
configurationism,16,c,m,1,0,1,0,0,1,1,0,3,0,0,0,1,2,2,0,0,1,1,1,1,0,0,0,0,0
buglosses,9,b,s,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0
configurational,15,c,l,2,0,1,0,0,1,1,0,2,0,0,1,0,2,2,0,0,1,0,1,1,0,0,0,0,0
noumenal,8,n,l,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0
hypocorism,10,h,m,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0
lister,6,l,r,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
crustaceous,11,c,s,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0
lapidifies,10,l,s,1,0,0,1,1,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
gluiness,8,g,s,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0
felids,6,f,s,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
venae,5,v,e,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
criminological,14,c,l,1,0,2,0,0,0,1,0,3,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0
undemocratically,16,u,y,2,0,2,1,1,0,0,0,1,0,0,2,1,1,1,0,0,1,0,1,1,0,0,0,1,0
wicopies,8,w,s,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
anoa,4,a,a,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
anemometry,10,a,y,1,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0
manganate,9,m,e,3,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
chiccory,8,c,y,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
unforetold,10,u,d,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1,0,0,0,0,0
challah,7,c,h,2,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microcephalous,14,m,s,1,0,2,0,1,0,0,1,1,0,0,1,1,0,2,1,0,1,1,0,1,0,0,0,0,0
syconium,8,s,m,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
subdiscipline,13,s,e,0,1,1,1,1,0,0,0,3,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0
sinistrality,12,s,y,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,2,2,0,0,0,0,1,0
nonadherence,12,n,e,1,0,1,1,3,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
archils,7,a,s,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
exscind,7,e,d,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
syringas,8,s,s,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0
ergonomist,10,e,t,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0
bassarisk,9,b,k,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
shakable,8,s,e,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
habitant,8,h,t,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
counterscarp,12,c,p,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,0,0,0,0
chamade,7,c,e,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
amylum,6,a,m,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0
fermions,8,f,s,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
diaconate,9,d,e,2,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
extensile,9,e,e,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
bename,6,b,e,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
vasoconstrictor,15,v,r,1,0,2,0,0,0,0,0,1,0,0,0,0,1,3,0,0,2,2,2,0,1,0,0,0,0
illuminant,10,i,t,1,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0
helicograph,11,h,h,1,0,1,0,1,0,1,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
cloddy,6,c,y,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
altiplano,9,a,o,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0
hexametric,10,h,c,1,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
exudates,8,e,s,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
flummeries,10,f,s,0,0,0,0,2,1,0,0,1,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0
sinkings,8,s,s,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
submergible,11,s,e,0,2,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
overstraining,13,o,g,1,0,0,0,1,0,1,0,2,0,0,0,0,2,1,0,0,2,1,1,0,1,0,0,0,0
mammalogy,9,m,y,2,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0
befooled,8,b,d,0,1,0,1,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
animalist,9,a,t,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
omer,4,o,r,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
hoar,4,h,r,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
prelatical,10,p,l,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0
cuke,4,c,e,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
slopwork,8,s,k,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0
sclerous,8,s,s,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0
unreproved,10,u,d,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,0,0,0,0
panful,6,p,l,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
skeps,5,s,s,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
albuminuria,11,a,a,2,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0
groschen,8,g,n,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
pleaching,9,p,g,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
coprology,9,c,y,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,0
revocatory,10,r,y,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,1,0
serotonins,10,s,s,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,0
orthorhombic,12,o,c,0,1,1,0,0,0,0,2,1,0,0,0,1,0,3,0,0,2,0,1,0,0,0,0,0,0
enteron,7,e,n,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0
basanite,8,b,e,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
exhaustless,11,e,s,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,1,0,0
adenoviruses,12,a,s,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,1,1,0,0,0,0
tridactyl,9,t,l,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0
scribed,7,s,d,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
unmuffle,8,u,e,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0
dichroisms,10,d,s,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0
disforest,9,d,t,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0
preaddress,10,p,s,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
diazole,7,d,e,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tricuspid,9,t,d,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
rededication,12,r,n,1,0,1,2,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
supplicatory,12,s,y,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,1,1,0,0,0,1,0
argufy,6,a,y,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
smokejumper,11,s,r,0,0,0,0,2,0,0,0,0,1,1,0,2,0,1,1,0,1,1,0,1,0,0,0,0,0
grillrooms,10,g,s,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,0,2,1,0,0,0,0,0,0,0
humic,5,h,c,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
commissarial,12,c,l,2,0,1,0,0,0,0,0,2,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,0,0
megaspore,9,m,e,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
yarmulka,8,y,a,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
unstick,7,u,k,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
humoresques,11,h,s,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,1,2,0,2,0,0,0,0,0
stonefish,9,s,h,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0
errantly,8,e,y,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0
stibine,7,s,e,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
